,index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc,word_ind,ori_word,clip_index,_before_no,_after_no,before_text,after_text,_before_kor,_after_kor,word_meaning,verify
230,9238,reminded,290,This morning you rudely reminded me,SI103,838890,840479,this morning you rudely reminded me,./silicon,F,18,remind,21,7,5,"And since when do we  have an intern program?
We don't. And when Keith finds that out,
it's gonna be a valuable  business lesson for him.
What? Those are the Pied Piper shirts!
Are you Richard?  - Yeah. Yes.
Ok, look, I fucked up. What do we do now?
Who's ""we""?","that I wasn't a founder  of this company and now
you want me to hold your  hand and help you out?
I don't think so, sister.
This credit card is no good.
Declined.","언제부터 인턴 과정이 있는 거야?
우리는 그렇지 않다. 그리고 키스가 그걸 알게 되면
중요한 사업 교훈이 될 겁니다
뭐?저건 피리 부는 셔츠잖아!
당신이 리처드인가요?-네. 네.
알았어, 내가 망쳤어. 우린 지금 뭐하지?
'우리'가 누구죠?","내가 이 회사의 창립자가 아니었고 지금은
제가 손을 잡고 도와 드릴까요?
난 그렇게 생각 안 해, 언니.
이 신용 카드는 좋지 않다.
거절하다.",v. 상기시켜주다,F
231,24322,report,455,the way you report bugs  on your mobile platform.,SI107,1374660,1377160,way you report bugs on your mobile platform,./silicon,F,20,report,19,6,2,"Let me hear it:
Disrupt!
Disrupt.
Hello. My name is Saeed Jobrani.
I am the CEO of ImmediBug.
And we're here to revolutionize","Happin! will revolutionize location-based  mobile news aggregation as you know it.
We're making the world a better  place, through paxos algorithms","들어 볼게요
해산!
방해하다
안녕하세요. 제 이름은 SaeedJobrani입니다.
나는 임메디부의 최고 경영자이다.
그리고 우리는 혁신을 이루기 위해 여기에 왔습니다.","Happin!당신이 알고 있는 위치 기반 모바일 뉴스 통합에 혁명을 일으킬 것이다.
우리는 색소폰 알고리즘을 통해 세상을 더 나은 곳으로 만들고 있습니다.","v. 보고하다, 알리다",F
232,11645,reports,105,"uh, file reports, or attend  any Nucleus meetings.",SI104,317530,321360,uh file reports or attend any nucleus meetings,./silicon,F,20,report,20,5,4,"can't even describe to another human being?
I say this only to motivate you.
Ok, so I have been instructed to remove you
from the list of employees  assigned to the Nucleus project.
You will no longer receive any  Nucleus related communications,","Any questions?
Uh, no. That's... That's pretty clear.
Great.
Am I being reassigned to something else?","다른 사람에게 설명할 수도 없나요?
나는 단지 너에게 동기를 주기 위해 이것을 말한다.
좋아요, 그래서 당신을 제거하라는 지시를 받았어요
뉴클레우스 프로젝트에 배정된 직원 명단에서.
당신은 더 이상 핵 관련 통신을 받지 못할 것이다.","질문 있어요?
어, 아니, 그건... 그건 꽤 분명해요.
엄청나
내가 다른 곳으로 재배치되고 있나요?","v. 보고하다, 알리다",F
233,896,double,150,"Hey, uh, a double macchiato for me, dude.",SI101,427760,429910,hey uh double macchiato for me dude,./silicon,F,22,double,19,6,4,"Anyway, he's doing a TED  talks in Palo Alto tonight.
We should try to get in.  - I dropped out of college.
Maybe I should re-enroll  and drop out again.
Try and get the money.
Brogrammers.
Oh, no, no.","Yeah.
Hey, Rico, you been working out?
No. No, I have not.
I don't have time to even if I wanted to.","어쨌든, 그는 오늘밤 팔로 알토에서 TED강연을 할 겁니다.
들어가 봐야 해요.-대학을 중퇴했어요.
아마도 다시 등록했다가 다시 자퇴해야 할 것 같아요.
돈을 구해 보세요.
프로그래머들.
오, 이런, 이런.","그래요.
이봐, 리코, 운동하고 있었어?
아뇨, 없어요
하고 싶어도 할 시간이 없다.",v. 두 배가 되다,F
234,8662,double,202,The BK double stacker.,SI103,595060,596810,bk double stacker,./silicon,F,22,double,20,4,3,"Why can't all those fucking VCs?
Pussies, man.
Oh, there we go, thanks.
This is which one?","Fascinating...
Peter, I know that you are
incredibly busy with... this.","왜 그 망할 VC들은 안 되는 거야?
필요한 건 뭐야?
오, 그렇군요, 고마워요.
이건 어떤 거야?","매혹적인...
피터, 나도 알아
믿을 수 없을 정도로 바쁜... 이것.",v. 두 배가 되다,F
235,20171,double,301,"Well, I didn't know if you wanted  original Oreos or Double Stuf",SI106,1008840,1012830,well i didn't know if you wanted original oreos or double stuf,./silicon,F,22,double,21,7,3,"It's Chick-fil-A.
I know, they're on the Christian right,
but darned if that chicken isn't good.
I think the Dark Lord would understand.
Also... a reminder.
If you parked in the Sav-On parking lot,
they do tow.","so I went a little nutty and I got both.
How's it, um...
Fuck. Fuck.  - Kevin?","치킨 필아입니다.
알아요, 그들은 기독교인들의 권리에 있어요
닭이 맛이 없다면 말이야
다크 로드라면 이해할 거야
그리고...생각 나게 해 주는 거야.
만약 당신이 세이버 온 주차장에 주차한다면,
그들은 견인한다.","그래서 약간 정신이 이상해 져서 둘 다 먹었어요.
어때요, 음...
젠장, 젠장-케빈?",v. 두 배가 되다,F
236,364,contact,65,She can't even make eye  contact with the camera.,SI101,205580,208090,she can't even make eye contact with camera,./silicon,F,23,contact,19,6,3,"Big Head, there is a personal ad section
on this asperger site.
Holy shit, this one is looking for
a ""relationship that has  the potential to become
sexual in nature.""
Boy, is she on the spectrum.","Richard, can I talk to you for a second?
Solo.  - Mm-hmm.
We need to talk about Pied Piper.","빅 헤드, 개인 광고 란이 있습니다.
이 공격적인 사이트에 접속할 수 있잖아요
세상에, 이 사람이 찾고 있는 건
될 가능성이 있는 관계
성적 기질의\""
얘야, 그녀는 스펙트럼에 있어.","리처드, 잠깐 얘기 좀 할 수 있을까요?
솔로로-음-흠.
피리 부는 사나이에 대해 얘기해 보자.",v. 연락하다,F
237,18468,contact,35,I've made contact with a  programmer whose cloud architecture,SI106,112140,114809,i've made contact with programmer whose cloud architecture,./silicon,F,23,contact,20,6,3,"You just don't know cloud,
this tiny, little, shitty area,
which is becoming super important,
and in many ways is the  future of computing.
That sort of went south on me, but  you understand what I'm saying.
I've already talked to Peter Gregory  about insourcing a consultant.","is supposed to be insane.  They call him The Carver.
The Carver? That Black Hat guy who  apparently hacked into the Bank of America
and took down their entire  system, that The Carver?","넌 구름을 몰라
이 작고, 작고, 엉망인 지역은
엄청나게 중요해 지고 있어요
그리고 많은 면에서 컴퓨터의 미래가 있다.
그런 식으로 화가 나긴 했지만 내 말을 이해할 거야
나는 이미 피터 그레고리와 컨설턴트를 소개한 적이 있다.","미친 게 틀림없어요  그들은 그를 Carver라고 부른다.
카버 씨? 미국 은행에 침입한 것으로 보이는 검은 모자를 쓴 남자
그리고 그들의 전체 시스템을 없앴어요, 카버 씨?",v. 연락하다,F
238,5385,appreciate,265,But does anyone appreciate that?,SI102,805400,806860,but does anyone appreciate that,./silicon,F,24,appreciate,20,6,3,"So, um... can you kind of catch me up on  what you see as your role in the company?
What do you do?
What do I do?
System architecture.  Networking and security.
No one in this house can touch me on that.
Ok, that's good to know.","While you were busy  minoring in gender studies
and singing a capella at Sarah Lawrence,
I was gaining root access to NSA servers.","그래서, 음... 당신이 회사에서 당신의 역할로 생각하는 것을 저에게 알려 주실 수 있나요?
무슨 일을 하세요?
내가 어떻게 해야 하나요?
시스템 아키텍처.  네트워킹 및 보안.
이 집에 있는 누구도 그것에 대해 나를 건드릴 수 없다.
알았어요, 좋은 소식이네요.","당신이 성 연구에서 부전공으로 공부하느라 바쁠 때
사라 로렌스에서 아카펠라를 하면서
NSA서버에 대한 루트 액세스 권한을 얻고 있었어요",v. 감상하다,F
239,17889,appreciate,542,"Uh, yeah. Appreciate it.  - All right, man.",SI105,1457480,1460360,uh yeah appreciate  all right man,./silicon,F,24,appreciate,21,8,2,"What?! Jesus Christ!
What... Why would you stab a plumber?
All right. It was worth a try.
Thanks anyway, Chuy.
Wait. Just go ahead and leave the mural.
I like looking at it.
And plus, I think I know what kind  of logo you white boys might like.
Uh, that's amazing. Thank you, Chuy!","Yes, one of those too.  - All right.
Another one down.  - Did you really?","뭐라고요?세상에!
왜 배관공을 찌른 거야?
좋아요. 그건 시도해볼 만했다.
어쨌든 고마워, 추이이.
잠깐, 그냥 벽화는 놔두고 가
나는 그것을 보는 것을 좋아한다.
게다가 너희 백인 애들이 좋아할 만한 로고도 알아
어, 놀랍네요. 고마워, 추이이!","네, 그것들 중 하나도요.- 좋아요.
한명 더 죽었어.-정말 그랬어?",v. 감상하다,F
240,24147,appreciate,422,"I feel like we don't appreciate you enough,",SI107,1271690,1273600,i feel like we don't appreciate you enough,./silicon,F,24,appreciate,22,6,3,"OK?  - OK.
Of course I'm safe. I backup my  whole system like five times a day.
So... uh, Jared, hey,
thank you.
For what?
Uh, you know, everything.","so thank you.
Are you... are you crying?
Are you crying?","알았니? - 알았어.
당연히 안전해요. 나는 하루에 다섯번 정도 시스템 전체를 백업한다.
그럼...어, 제어드, 안녕하세요
감사합니다.
뭐 때문이지요?
어, 있잖아요, 전부요.","감사합니다.
당신은... 너 울고 있는 거니?
너 울고 있는 거니?",v. 감상하다,F
241,557,issue,20,Guys can open that would be an issue they had them in a way that,FR101,354140,369868,guys can open that would be issue they had them in way that,./friends,F,16,issue,20,1,0,Thereafter and wondering why am I doing this and who am I doing this for so anyway I just had nowhere to go and I know that you are nice kind of joke to heart and you're the only person who love to run the city who wasn't invited to the wedding,,그 후에 왜 내가 이걸 하고 있는지 궁금해 하고 있어요 그리고 어쨌든 난 갈 곳이 없었어요 그리고 난 당신이 마음 속으로 친절한 농담을 하고 있다는 걸 알아요 그리고 당신은 결혼식에 초대 받지 않은 도시를 운영하는 걸 좋아하는 유일한 사람이에요,,v. 발행하다,F
242,2431,issues,8,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,FR102,136920,154107,well she has issues though she is out buying another woman over head with club while she sits at home trying to get math on smell of carbon market said lance carter kane,./friends,F,16,issue,21,1,0,Mm no no it's good it is good I just that and doesn't she seem a little angry,,"음, 아니 좋은 건 아니야 내가 좋은 거고 그녀는 약간 화가 난 것 같지 않아?",,v. 발행하다,F
243,2466,issues,9,Mean people think they have issues like july glacier's getting kind of close to 6 being a bitch is that your ex wife no I know she has it is very dense,FR102,154110,171458,mean people think they have issues like july glacier's getting kind of close to being bitch is that your ex wife no i know she has is very dense,./friends,F,16,issue,22,1,0,Well she has issues though she is out buying another woman over the head with a club while she sits at home trying to get the math on smell of a carbon market said lance carter kane,,그녀는 집에 앉아 탄소 시장의 냄새에 대한 계산을 하고 있는 동안 다른 여자를 사러 밖에 나가 있지만 문제가 있다고 캐터 케인은 말했다.,,v. 발행하다,F
244,63,cause,3,Zorziah behind a banner based on weight does he eat chalk just cause I don't want her to go through what I went through with karl towns will be a relax this is not even a date it's just two people going out to dinner,FR101,60530,74588,zorziah behind banner based on weight does he eat chalk just cause i don't want her to go through what i went through with karl towns will be relax this is not even date it's just two people going out to dinner,./friends,F,17,cause,17,1,0,Mmm there's nothing to tell you something I am not wit come on you're going out with the guys gotta be somethin wrong with him his own,,내가 재치가 없는 말을 할 필요는 없어요 당신은 남자들과 사귀게 될 거에요 그 남자만의 문제가 있는 게 분명해요,,"n. 명분, 목적; 원인, 이유",F
246,2086,contact,80,Don't think so come on come come come come come I have to contact captain haddock and welcome to the real world it sucks you're gonna love it,FR101,1364520,1378728,don't think so come on come come come come come i have to contact captain haddock and welcome to real world sucks you're gonna love,./friends,F,23,contact,21,1,0,Mealtime at the word you're looking for is any way I don't,,당신이 찾고 있는 단어의 식사 시간은 내가 할 수 없는 일이다.,,v. 연락하다,F
